probe_country,country_geography_type,country_geography_classification_source,path_scope_stratum,total_valid_traces,mappable_traces,traces_with_inter_region_candidates,traces_with_domestic_inter_region_candidates,traces_with_international_inter_region_candidates,traces_with_intra_region_candidates,inter_region_candidate_exposure_rate,inter_region_candidate_rate_among_mappable_traces,domestic_inter_region_candidate_exposure_rate,international_inter_region_candidate_exposure_rate,intra_region_candidate_rate,candidate_dependency_proxy_rate,candidate_dependency_proxy_tier,unique_services,unique_probes,unique_probe_asns,service_entry_resolution_rate,geography_summary_eligible,geography_summary_eligibility_reason,candidate_dependency_proxy_interpretation
?,unknown,unclassified_or_missing_country_code,all_publicly_visible,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,1,1,0.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
?,unknown,unclassified_or_missing_country_code,resolved_entry_only,0,0,0,0,0,0,,,,,,,unknown_candidate_dependency_proxy,0,0,0,,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AD,landlocked,catalog_landlocked_list,all_publicly_visible,6,6,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,3,1,0.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AD,landlocked,catalog_landlocked_list,resolved_entry_only,0,0,0,0,0,0,,,,,,,unknown_candidate_dependency_proxy,0,0,0,,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AE,coastal_mainland_or_mixed,catalog_default_alpha2_rule,all_publicly_visible,39,38,8,6,4,2,0.20512820512820512,0.21052631578947367,0.15384615384615385,0.10256410256410256,0.05128205128205128,0.20512820512820512,high_candidate_dependency_proxy,1,21,13,0.0,True,eligible,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AE,coastal_mainland_or_mixed,catalog_default_alpha2_rule,resolved_entry_only,0,0,0,0,0,0,,,,,,,unknown_candidate_dependency_proxy,0,0,0,,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AF,landlocked,catalog_landlocked_list,all_publicly_visible,12,12,4,0,4,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,very_high_candidate_dependency_proxy,1,6,2,0.0,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AF,landlocked,catalog_landlocked_list,resolved_entry_only,0,0,0,0,0,0,,,,,,,unknown_candidate_dependency_proxy,0,0,0,,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AL,coastal_mainland_or_mixed,catalog_default_alpha2_rule,all_publicly_visible,56,52,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,no_observed_inter_region_candidate_exposure,1,29,20,0.0,True,eligible,trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
AL,coastal_mainland_or_mixed,catalog_default_alpha2_rule,resolved_entry_only,0,0,0,0,0,0,,,,,,,unknown_candidate_dependency_proxy,0,0,0,,False,"insufficient_minimum_mappable_traces,minimum_unique_probes,minimum_unique_probe_asns",trace share with at least one feasible domestic or international inter-region submarine-corridor candidate; not actual cable use or traffic dependency
